"PlotName","Trial","Name","Block","Plot","Row","Column","ID","NGRDI","BGI","myIndex","ID","dsm"
"69","T1","T1_107",1,69,5,13,58,0.247197450442965,0.512402162160104,0.0957415201559534,58,276.385359920281
"68","T1","T1_105",1,68,5,12,59,0.267785161849998,0.514064535933679,0.069165540770355,59,276.454725858057
"67","T1","T1_65",1,67,5,11,60,0.273542888561722,0.483438178619545,0.091219555713249,60,276.498666697967
"66","T1","T1_102",1,66,5,10,61,0.241346842386161,0.527852290931757,0.0891528035744035,61,276.347832011816
"65","T1","T1_94",1,65,5,9,62,0.258952055641805,0.462163351319196,0.13100877914877,62,276.304361970275
"64","T1","T1_11",1,64,5,8,63,0.207548695514301,0.58516294250388,0.0768860855627032,63,276.351250426333
"63","T1","T1_12",1,63,5,7,64,0.229561962083272,0.555291926257762,0.0756882739552933,64,276.45399420432
"62","T1","T1_24",1,62,5,6,65,0.22331853109987,0.54936174860607,0.0906241015645343,65,276.321454861736
"61","T1","T1_73",1,61,5,5,66,0.242995748182334,0.497015683733919,0.116729666689462,66,276.426417430466
"60","T1","T1_36",1,60,5,4,67,0.255419443915754,0.492516107269499,0.105192461162379,67,276.419672774243
"59","T1","T1_52",1,59,5,3,68,0.217902416343436,0.529863233111427,0.116499173994473,68,276.360815846276
"58","T1","T1_17",1,58,5,2,69,0.220839466601146,0.606604066957714,0.0371790233602007,69,276.296395100786
"57","T1","T1_45",1,57,5,1,70,0.244186575502074,0.5201067738471,0.0940776749021132,70,276.339676018733
"71","T1","T1_46",2,71,6,14,71,0.238982794860169,0.52306642919447,0.0955501986070883,71,276.509690935011
"72","T1","T1_69",2,72,6,13,72,0.272043070653892,0.474071718653007,0.104322011543699,72,276.455916890821
"73","T1","T1_66",2,73,6,12,73,0.290989451673658,0.462223749103936,0.0923575155962882,73,276.443693059076
"74","T1","T1_101",2,74,6,11,74,0.239783660055643,0.530497619559703,0.0877033752363659,74,276.419351793871
"75","T1","T1_74",2,75,6,10,75,0.254206513296584,0.50832205973245,0.0904748004767868,75,276.437963006526
"76","T1","T1_96",2,76,6,9,76,0.220119171430297,0.544126180277932,0.103365324382067,76,276.417968583486
"77","T1","T1_17",2,77,6,8,77,0.242889357635321,0.59145940149284,0.0229188705477778,77,276.434807769938
"78","T1","T1_97",2,78,6,7,78,0.229693438233274,0.536052422113321,0.0950993599179181,78,276.351942490416
"79","T1","T1_49",2,79,6,6,79,0.256557451311472,0.512593344746593,0.0841410914485038,79,276.412472542774
"80","T1","T1_42",2,80,6,5,80,0.259904262399436,0.509606567217108,0.0835615035150501,80,276.44152020366
"81","T1","T1_110",2,81,6,4,81,0.229495265868875,0.54301130433305,0.0886138343525649,81,276.35209855566
"82","T1","T1_23",2,82,6,3,82,0.230457679545987,0.56074584315135,0.0694635926716722,82,276.3541691453
"83","T1","T1_91",2,83,6,2,83,0.257354649517237,0.510043906995015,0.0854312354723654,83,276.417583490554
"84","T1","T1_106",2,84,6,1,84,0.233327132972144,0.543013973945676,0.0848491354995372,84,276.327218181353
"98","T1","T1_16",2,98,7,14,85,0.241072744186608,0.607018288309509,0.00867311159297083,85,276.648127493545
"97","T1","T1_85",2,97,7,13,86,0.272773092097632,0.515716545971448,0.0594311019327841,86,276.560633919275
"96","T1","T1_86",2,96,7,12,87,0.277193695184384,0.501705738159492,0.0711750826788861,87,276.446634684513
"95","T1","T1_38",2,95,7,11,88,0.2484941075079,0.548522922882435,0.0579843963294182,88,276.410983751558
"94","T1","T1_83",2,94,7,10,89,0.233676215803742,0.534822549880953,0.0939369490902375,89,276.415587347553
"93","T1","T1_10",2,93,7,9,90,0.264556990874975,0.560840784885707,0.0274908226760643,90,276.564537498262
"92","T1","T1_37",2,92,7,8,91,0.290114273826233,0.492639851043193,0.0644758860295847,91,276.464583849845
"91","T1","T1_93",2,91,7,7,92,0.279826828993707,0.513231797106339,0.0573312100375785,92,276.634295068048
"90","T1","T1_22",2,90,7,6,93,0.23946647540404,0.52870096180108,0.0920635498597722,93,276.519429646211
"89","T1","T1_70",2,89,7,5,94,0.255891393980473,0.446512616780008,0.152261853494106,94,276.383214843967
"88","T1","T1_51",2,88,7,4,95,0.236546377152805,0.509145120563451,0.115424883604909,95,276.277376054625
"87","T1","T1_103",2,87,7,3,96,0.220180713689957,0.565592725040482,0.0786184509785065,96,276.314356669869
"86","T1","T1_28",2,86,7,2,97,0.24284532233563,0.567106612390839,0.0469700113274436,97,276.39354654093
"85","T1","T1_108",2,85,7,1,98,0.276893575099988,0.521787992553765,0.0497789985964577,98,276.45857712664
"99","T1","T1_15",2,99,8,14,99,0.227685507756877,0.592044744440801,0.0422598117086316,99,276.44082658486
"100","T1","T1_82",2,100,8,13,100,0.217882048557323,0.583280470982071,0.064546910231572,100,276.470521287079
"101","T1","T1_95",2,101,8,12,101,0.235373179545766,0.537072324818106,0.08599869379187,101,276.458472667302
"102","T1","T1_6",2,102,8,11,102,0.185743596368051,0.597902686446801,0.0953125542322712,102,276.395729680879
"103","T1","T1_109",2,103,8,10,103,0.218555887302926,0.5495422469143,0.0972071069103447,103,276.385165883145
"104","T1","T1_12",2,104,8,9,104,0.201605952692268,0.585607604694878,0.0858093098393461,104,276.359182531253
"105","T1","T1_8",2,105,8,8,105,0.156380610097817,0.661411971831233,0.0744740672365135,105,276.388913890862
"106","T1","T1_14",2,106,8,7,106,0.203313564745475,0.64502985556458,0.0212045009603893,106,276.489216735504
"107","T1","T1_9",2,107,8,6,107,0.22862653474459,0.558021644768136,0.0752646969479961,107,276.475741864371
"108","T1","T1_1",2,108,8,5,108,0.25970908574282,0.516815481759861,0.0760857920602238,108,276.365662864297
"109","T1","T1_44",2,109,8,4,109,0.230078234993119,0.53521713440841,0.0961568790488548,109,276.349143610388
"110","T1","T1_27",2,110,8,3,110,0.261976803702781,0.496386239116875,0.0926951069963887,110,276.322009527777
"111","T1","T1_4",2,111,8,2,111,0.27459997575625,0.508143969211469,0.065588271086316,111,276.343619734668
"112","T1","T1_87",2,112,8,1,112,0.269290323217164,0.507823675171323,0.0732489131446884,112,276.36105347416
"126","T1","T1_19",2,126,9,14,113,0.232683794275053,0.598757854657921,0.029600582171032,113,276.525550283844
"125","T1","T1_79",2,125,9,13,114,0.244809361278162,0.514443324065062,0.0975714788214413,114,276.476303359616
"124","T1","T1_5",2,124,9,12,115,0.273745690226029,0.490253537457,0.0851010281879446,115,276.513049139633
"123","T1","T1_58",2,123,9,11,116,0.279740628779237,0.518150388185072,0.0491530912394682,116,276.5341425803
"122","T1","T1_63",2,122,9,10,117,0.293209376597207,0.496251221707675,0.0547352044529853,117,276.579920919412
"121","T1","T1_50",2,121,9,9,118,0.242728159407611,0.573886709962008,0.0394067339070363,118,276.615129144362
"120","T1","T1_7",2,120,9,8,119,0.221399407860484,0.584739077889602,0.0588407488916599,119,276.467645690473
"119","T1","T1_25",2,119,9,7,120,0.239755035783364,0.613645296776079,0.00344829435800748,120,276.496911664848
"118","T1","T1_26",2,118,9,6,121,0.228402802835262,0.578663377233965,0.0545670581346003,121,276.407355853101
"117","T1","T1_89",2,117,9,5,122,0.255388042066696,0.519165188967724,0.0810014405660502,122,276.338985093738
"116","T1","T1_111",2,116,9,4,123,0.261338958375127,0.519786791639057,0.0709428139323386,123,276.409859964757
"115","T1","T1_92",2,115,9,3,124,0.272903401339311,0.511051855222467,0.0650693709157924,124,276.379712287692
"114","T1","T1_75",2,114,9,2,125,0.251179338419626,0.55871998902043,0.044565612993286,125,276.417151611895
"113","T1","T1_24",2,113,9,1,126,0.24422580424085,0.544657468256007,0.0694212967449155,126,276.40177558319
"127","T1","T1_48",2,127,10,14,127,0.268436308103376,0.520446181956212,0.062208843551883,127,276.525140018922
"128","T1","T1_60",2,128,10,13,128,0.283125391675346,0.484652580372593,0.078537310436321,128,276.543046274794
"129","T1","T1_30",2,129,10,12,129,0.267926412991805,0.498201570363341,0.08485273069028,129,276.48373395814
"130","T1","T1_13",2,130,10,11,130,0.211525943909429,0.603867308184453,0.0523272858711273,130,276.640216945141
"131","T1","T1_20",2,131,10,10,131,0.23412430483902,0.591138077169737,0.0354256937012558,131,276.53234237446
"132","T1","T1_18",2,132,10,9,132,0.241522360979718,0.537005008692915,0.0805862367151392,132,276.445440481402
"133","T1","T1_3",2,133,10,8,133,0.278957093571943,0.488814030771189,0.0793404065617279,133,276.457365479254
"134","T1","T1_32",2,134,10,7,134,0.228647333809172,0.542882893417418,0.090137174247736,134,276.447161631427
"135","T1","T1_21",2,135,10,6,135,0.226060859843886,0.571212315472698,0.0672165533813766,135,276.446431256141
"136","T1","T1_11",2,136,10,5,136,0.235864603648684,0.602141891430613,0.0213311658311626,136,276.498772736337
"137","T1","T1_78",2,137,10,4,137,0.256735293162033,0.58987887027919,0.00621845600854657,137,276.493163149714
"138","T1","T1_100",2,138,10,3,138,0.25856780789267,0.537735525069844,0.0565773515314851,138,276.430403451164
"139","T1","T1_72",2,139,10,2,139,0.282233636690963,0.516335935679883,0.0495405605087706,139,276.403457849731
"140","T1","T1_2",2,140,10,1,140,0.272016368838589,0.503667612874043,0.0750177942460689,140,276.393231166898
"14","T2","T2_24",1,14,1,14,141,0.299120541739391,0.45196985063685,0.0922823337429728,141,276.03661244821
"13","T2","T2_67",1,13,1,13,142,0.287508728758907,0.468102523148964,0.0901264092351222,142,276.013396105075
"12","T2","T2_51",1,12,1,12,143,0.279162832229508,0.477426508301094,0.090791227464777,143,276.082761069957
"11","T2","T2_12",1,11,1,11,144,0.290554497110696,0.453455390783815,0.100517750990815,144,276.03567189357
"10","T2","T2_11",1,10,1,10,145,0.285735684061496,0.489477817903526,0.071494337065783,145,275.948620628944
"9","T2","T2_50",1,9,1,9,146,0.276468343458967,0.517869890850924,0.0538056747095699,146,276.05764582607
"8","T2","T2_13",1,8,1,8,147,0.281558987193657,0.48089311746469,0.0849260851505788,147,276.055193838896
"7","T2","T2_86",1,7,1,7,148,0.293218163742911,0.468002752779256,0.0834112732200345,148,276.005724791704
"6","T2","T2_8",1,6,1,6,149,0.270102211171928,0.459078001529081,0.122568541475058,149,275.750717690859
"5","T2","T2_26",1,5,1,5,150,0.283054458390185,0.494297292021339,0.0700151693739899,150,275.855516633764
"4","T2","T2_73",1,4,1,4,151,0.29312057684291,0.470660801682592,0.0808857799452011,151,275.819059060668
"3","T2","T2_10",1,3,1,3,152,0.295491920741145,0.449756270030207,0.0995622268947224,152,275.935279383727
"2","T2","T2_6",1,2,1,2,153,0.298908484479476,0.43705718371268,0.107151644145936,153,275.900743481945
"1","T2","T2_18",1,1,1,1,154,0.293754834141034,0.463195625676307,0.0877171470907107,154,275.993218334605
"15","T2","T2_48",1,15,2,14,155,0.271024252189268,0.481179946015499,0.0969134759275117,155,276.172527437137
"16","T2","T2_29",1,16,2,13,156,0.277021572008841,0.468544667484662,0.102084707034264,156,276.086464059292
"17","T2","T2_20",1,17,2,12,157,0.285420279238543,0.44474157327843,0.116946922583422,157,276.085022483903
"18","T2","T2_64",1,18,2,11,158,0.323654060987474,0.386543799526704,0.129172086560151,158,276.131441434114
"19","T2","T2_23",1,19,2,10,159,0.269777941016513,0.448788257233598,0.13403663395822,159,276.002521216169
"20","T2","T2_19",1,20,2,9,160,0.240483182843,0.47977600622199,0.141354813849728,160,275.91812416974
"21","T2","T2_28",1,21,2,8,161,0.270642432946077,0.464457031331538,0.117472876194792,161,275.936958604711
"22","T2","T2_79",1,22,2,7,162,0.290794595004603,0.46947121092632,0.0840492297183565,162,275.974181913594
"23","T2","T2_32",1,23,2,6,163,0.298064843302546,0.456558761596751,0.0910712501951625,163,275.904903667276
"24","T2","T2_30",1,24,2,5,164,0.298071368934056,0.479466160879464,0.0667548653586939,164,275.898454441542
"25","T2","T2_87",1,25,2,4,165,0.288721610663097,0.469861222710308,0.0865120607786979,165,275.888543312947
"26","T2","T2_78",1,26,2,3,166,0.299998047186791,0.473904955883595,0.0687289797650272,166,276.021572490734
"27","T2","T2_17",1,27,2,2,167,0.287644000596201,0.486831549876594,0.0717711872743539,167,276.065726086647
"28","T2","T2_77",1,28,2,1,168,0.281994011407383,0.511181565795764,0.0544936888102586,168,276.17827377514
"42","T2","T2_55",1,42,3,14,169,0.285297391299055,0.508733083848712,0.0522377863544668,169,276.184508170691
"41","T2","T2_68",1,41,3,13,170,0.272243137324197,0.511423717293573,0.0657380576194136,170,276.130172670466
"40","T2","T2_34",1,40,3,12,171,0.27444477795476,0.491488799972413,0.0828322783892769,171,276.179616241143
"39","T2","T2_61",1,39,3,11,172,0.292523438185553,0.494266734940048,0.0578486743306428,172,276.13494040911
"38","T2","T2_31",1,38,3,10,173,0.278275379459758,0.513931418366568,0.0575884732160146,173,276.002777399633
"37","T2","T2_88",1,37,3,9,174,0.285386278665165,0.483184989779508,0.0784048511260163,174,275.930836550826
"36","T2","T2_74",1,36,3,8,175,0.236164802858223,0.483751633484739,0.141712594103411,175,275.984161599086
"35","T2","T2_25",1,35,3,7,176,0.264975361878374,0.499791011594247,0.0861851759312393,176,276.059412445822
"34","T2","T2_38",1,34,3,6,177,0.281280724325315,0.498961381824852,0.0670594766589391,177,276.039887092913
"33","T2","T2_46",1,33,3,5,178,0.283935346355325,0.490712265423655,0.07188437241618,178,275.962476595134
"32","T2","T2_16",1,32,3,4,179,0.267907629897792,0.445831240615378,0.135895634966725,179,275.953773596353
"31","T2","T2_65",1,31,3,3,180,0.295305046598151,0.45716684487081,0.091777288138674,180,276.009893026317
"30","T2","T2_33",1,30,3,2,181,0.26150382519084,0.457923696272973,0.136804350948384,181,276.006142587825
"29","T2","T2_37",1,29,3,1,182,0.29272640067513,0.45207528137255,0.101318731862942,182,276.033223016975
"43","T2","T2_21",1,43,4,14,183,0.264107404345863,0.488430855310055,0.100464806899964,183,276.148306605634
"44","T2","T2_9",1,44,4,13,184,0.256386029133887,0.513405034098023,0.0850628275158513,184,276.352068491891
"45","T2","T2_59",1,45,4,12,185,0.283287436175772,0.505982684863748,0.0574416019886588,185,276.288209934391
"46","T2","T2_58",1,46,4,11,186,0.305013496947188,0.446673066523367,0.0904086198284245,186,276.281164276231
"47","T2","T2_22",1,47,4,10,187,0.303671717443062,0.483439520392569,0.0566329251525179,187,276.194379985408
"48","T2","T2_53",1,48,4,9,188,0.286089043515519,0.505060842017879,0.0551833464692584,188,276.16565549189
"49","T2","T2_47",1,49,4,8,189,0.292396104163884,0.480519729638985,0.0725093809571528,189,276.043975328428
"50","T2","T2_35",1,50,4,7,190,0.297540173627256,0.454030395599905,0.0910877858601305,190,276.139241695506
"51","T2","T2_57",1,51,4,6,191,0.290398692545525,0.467681615926032,0.0869206070832776,191,276.135730929033
"52","T2","T2_52",1,52,4,5,192,0.281039923904762,0.491995207850506,0.0766251804602653,192,276.096922829294
"53","T2","T2_14",1,53,4,4,193,0.285685547111093,0.442988096390952,0.118620061268114,193,275.931593170174
"54","T2","T2_15",1,54,4,3,194,0.269797171015587,0.488245380057347,0.0926745954323091,194,275.991775429118
"55","T2","T2_56",1,55,4,2,195,0.283505193472716,0.509074501690225,0.0542121319281326,195,276.021712116808
"56","T2","T2_76",1,56,4,1,196,0.2898608381873,0.445154456797134,0.113618362998462,196,276.069829638426
"70","T2","T2_41",2,70,5,14,197,0.259408179145641,0.497923858069565,0.0949413711740854,197,276.439613570487
"69","T2","T2_71",2,69,5,13,198,0.262307400730829,0.500124552300863,0.0919190623013095,198,276.232642498308
"68","T2","T2_63",2,68,5,12,199,0.26350698107477,0.462890539859461,0.126022774162363,199,276.22511795556
"67","T2","T2_31",2,67,5,11,200,0.298660999239873,0.477789619717621,0.0689139282701307,200,276.196584609143
"66","T2","T2_8",2,66,5,10,201,0.275713928373031,0.457655543551616,0.116358241895894,201,276.050805828171
"65","T2","T2_21",2,65,5,9,202,0.245062602245812,0.477609552228986,0.137634935750612,202,276.05344387102
"64","T2","T2_83",2,64,5,8,203,0.26641771034582,0.465185834394189,0.121082930048958,203,276.193595825651
"63","T2","T2_42",2,63,5,7,204,0.283905657582908,0.449219420500428,0.113757306473444,204,276.31301954121
"62","T2","T2_7",2,62,5,6,205,0.282738473134288,0.47119587363426,0.0947372166547946,205,276.201114327256
"61","T2","T2_70",2,61,5,5,206,0.276994353180855,0.478466935655618,0.0948854256402493,206,276.056231123825
"60","T2","T2_33",2,60,5,4,207,0.275145105353812,0.464372418495968,0.112754045896885,207,276.165163454513
"59","T2","T2_85",2,59,5,3,208,0.296871347643616,0.500418387053129,0.0482403320741367,208,276.175259051909
"58","T2","T2_39",2,58,5,2,209,0.310389269853851,0.486696496075495,0.0449530781635693,209,276.096012500418
"57","T2","T2_27",1,57,5,1,210,0.30572184824806,0.481772645573088,0.0555833854389776,210,276.099426563136
"71","T2","T2_69",2,71,6,14,211,0.304075809412815,0.445087317015237,0.0947207490173527,211,276.462251365667
"72","T2","T2_20",2,72,6,13,212,0.280574325817557,0.468479465825279,0.100328848220174,212,276.327841986702
"73","T2","T2_36",2,73,6,12,213,0.27829613495614,0.504045176498237,0.0656940055057439,213,276.383102428599
"74","T2","T2_34",2,74,6,11,214,0.281499333900515,0.495718905967006,0.0702349273446057,214,276.301628485265
"75","T2","T2_30",2,75,6,10,215,0.300776872154726,0.504650819864657,0.0379098468701113,215,276.260627955025
"76","T2","T2_9",2,76,6,9,216,0.267378703169751,0.504742147846756,0.0782587786649504,216,276.36801741519
"77","T2","T2_43",2,77,6,8,217,0.274815634583592,0.464534302171763,0.108955882639214,217,276.260323935613
"78","T2","T2_75",2,78,6,7,218,0.289587326365472,0.464784220646442,0.0929752154099232,218,276.17190736418
"79","T2","T2_81",2,79,6,6,219,0.262015298443515,0.527503870315696,0.0620823476550911,219,276.204116423194
"80","T2","T2_62",2,80,6,5,220,0.26595968412302,0.489989571698282,0.0942555981933825,220,276.214163659816
"81","T2","T2_49",2,81,6,4,221,0.263170195449032,0.489083708446551,0.0988721171035614,221,276.193768865368
"82","T2","T2_32",2,82,6,3,222,0.267906118628333,0.48740473145231,0.0969327964482274,222,276.1569892874
"83","T2","T2_22",2,83,6,2,223,0.270237941370476,0.489611639563358,0.0922735505247811,223,276.157769334129
"84","T2","T2_5",2,84,6,1,224,0.24845850960242,0.497393397400326,0.110954153574797,224,276.180305177411
"98","T2","T2_66",2,98,7,14,225,0.295924345627928,0.4760594103133,0.0721705539134283,225,276.351200018296
"97","T2","T2_91",2,97,7,13,226,0.2798358679821,0.479853831211771,0.0871950788859402,226,276.35869968681
"96","T2","T2_23",2,96,7,12,227,0.280848459093357,0.464763213766554,0.102656519588069,227,276.380941813213
"95","T2","T2_10",2,95,7,11,228,0.27215975371601,0.487328259304653,0.0935008916843832,228,276.364922767967
"94","T2","T2_82",2,94,7,10,229,0.263962291255107,0.508111928187671,0.0791738625216421,229,276.370787204874
"93","T2","T2_89",2,93,7,9,230,0.28026814067778,0.490030114278157,0.0773390353684624,230,276.320477914556
"92","T2","T2_16",2,92,7,8,231,0.277810057025551,0.449783374295144,0.11977058896577,231,276.266569073777
"91","T2","T2_6",2,91,7,7,232,0.296360763630184,0.442659734309987,0.10551916598768,232,276.236147773563
"90","T2","T2_1",2,90,7,6,233,0.277948676759413,0.509578307466787,0.0609352442848721,233,276.119198212357
"89","T2","T2_72",2,89,7,5,234,0.269660095849734,0.465173348352386,0.117601719265941,234,276.04298379931
"88","T2","T2_45",2,88,7,4,235,0.282776735321148,0.470991471489349,0.0943143997690919,235,276.095127729893
"87","T2","T2_84",2,87,7,3,236,0.290196071233146,0.4486563106961,0.106821502217214,236,276.157769505522
"86","T2","T2_40",2,86,7,2,237,0.274363483235079,0.437054227378571,0.140086383527604,237,276.034956337957
"85","T2","T2_27",2,85,7,1,238,0.279180318142822,0.494358492497295,0.0749312568751335,238,276.146974257037
"99","T2","T2_90",2,99,8,14,239,0.283831895417787,0.468718882531665,0.095341691372593,239,276.279247623956
"100","T2","T2_26",2,100,8,13,240,0.271906439002742,0.482193805846806,0.0951532377337933,240,276.232998328107
"101","T2","T2_4",2,101,8,12,241,0.2684040929969,0.502250135606812,0.0820109602178902,241,276.266530647254
"102","T2","T2_28",2,102,8,11,242,0.296903056541991,0.472225012312005,0.075744344076595,242,276.294205681641
"103","T2","T2_60",2,103,8,10,243,0.292261081629297,0.472137456030969,0.0822170887073514,243,276.215707838767
"104","T2","T2_12",2,104,8,9,244,0.29216883724232,0.444149376583184,0.110095929548805,244,276.228001059146
"105","T2","T2_1",2,105,8,8,245,0.284720914040625,0.484473323658685,0.0780043525561214,245,276.143772214424
"106","T2","T2_2",2,106,8,7,246,0.288685115334348,0.459537953279016,0.0990784720700514,246,276.219743198417
"107","T2","T2_3",2,107,8,6,247,0.287766526045508,0.49961577145517,0.0593795302313562,247,276.182594100815
"108","T2","T2_54",2,108,8,5,248,0.283657930605009,0.497136650567647,0.0674870848880013,248,276.161230050536
"109","T2","T2_29",2,109,8,4,249,0.231271799536632,0.493027098091167,0.140398650008578,249,276.021576023403
"110","T2","T2_80",2,110,8,3,250,0.262678588262398,0.48702494797398,0.101346261410885,250,276.086939261077
"111","T2","T2_35",2,111,8,2,251,0.271955205002705,0.488037137753254,0.089316457058735,251,276.159021304104
"112","T2","T2_18",2,112,8,1,252,0.274660577978192,0.486234860989686,0.0873673946574674,252,276.211917720672
"126","T2","T2_17",2,126,9,14,253,0.27308180606954,0.515099692182289,0.0605534384712627,253,276.383835420887
